name,type,lineno,args_count,complexity,docstring_len,decorators_count
test_completion_show_no_shell,function,16,0,2,0,0
test_completion_show_bash,function,29,0,2,0,0
test_completion_source_zsh,function,53,0,2,0,0
test_completion_source_fish,function,74,0,2,0,0
test_completion_source_powershell,function,95,0,2,0,0
test_completion_source_pwsh,function,119,0,2,0,0
test_completion_show_invalid_shell,function,143,0,3,0,0
test_sanitize_help_text,function,34,3,3,0,1
create_config_file,function,15,0,1,0,1
test_cli_config_doesnt_exist,function,27,0,3,0,0
test_cli_config_exists,function,33,1,3,0,0
test_script,function,39,0,2,0,0
test_traceback_rich,function,14,0,6,0,0
test_standard_traceback_env_var,function,37,1,6,0,1
test_script,function,53,0,2,0,0
test_traceback_rich,function,14,0,6,0,0
test_standard_traceback_env_var,function,37,1,6,0,1
test_script,function,53,0,2,0,0
test_traceback_rich_pretty_short_disable,function,13,0,6,0,0
test_script,function,33,0,2,0,0
test_rich_pretty_exceptions_disable,function,13,0,5,0,0
test_script,function,32,0,2,0,0
test_cli,function,12,0,2,0,0
test_script,function,19,0,2,0,0
test_1,function,15,0,3,0,0
test_2,function,21,0,3,0,0
test_script,function,27,0,2,0,0
test_1,function,15,0,3,0,0
test_2,function,21,0,3,0,0
test_script,function,27,0,2,0,0
test_help,function,15,0,9,0,0
test_1,function,27,0,3,0,0
test_formal_1,function,33,0,3,0,0
test_formal_2,function,39,0,3,0,0
test_formal_3,function,45,0,3,0,0
test_script,function,51,0,2,0,0
test_help,function,15,0,9,0,0
test_1,function,27,0,3,0,0
test_option_lastname,function,33,0,3,0,0
test_option_lastname_2,function,39,0,3,0,0
test_formal_1,function,45,0,3,0,0
test_script,function,51,0,2,0,0
test_help,function,15,0,4,0,0
test_1,function,22,0,3,0,0
test_option_lastname,function,28,0,3,0,0
test_option_lastname_2,function,34,0,3,0,0
test_formal_1,function,40,0,3,0,0
test_script,function,46,0,2,0,0
test_cli,function,12,0,4,0,0
test_script,function,21,0,2,0,0
app_dir,function,16,0,7,0,1
test_cli,function,32,1,4,0,0
test_script,function,41,0,2,0,0
test_help,function,8,0,4,0,0
test_version,function,17,0,3,0,0
test_users_help,function,24,0,4,0,0
test_add_user,function,33,0,3,0,0
test_delete_user,function,40,0,3,0,0
get_mod,function,19,1,1,0,1
test_1,function,25,1,3,0,0
test_script,function,31,1,2,0,0
get_mod,function,21,1,1,0,1
test_completion,function,27,1,4,0,0
test_1,function,44,1,3,0,0
test_script,function,50,1,2,0,0
get_mod,function,21,1,1,0,1
test_completion_zsh,function,27,1,4,0,0
test_completion_powershell,function,44,1,4,0,0
test_1,function,62,1,3,0,0
test_script,function,68,1,2,0,0
get_mod,function,23,1,1,0,1
test_completion,function,29,1,4,0,0
test_1,function,46,1,3,0,0
test_script,function,52,1,2,0,0
get_mod,function,19,1,1,0,1
test_1,function,25,1,3,0,0
test_2,function,31,1,4,0,0
test_script,function,38,1,2,0,0
get_mod,function,21,1,1,0,1
test_completion,function,27,1,4,0,0
test_1,function,44,1,4,0,0
test_script,function,51,1,2,0,0
get_mod,function,21,1,1,0,1
test_completion,function,27,1,5,0,0
test_1,function,45,1,4,0,0
test_script,function,52,1,2,0,0
get_mod,function,21,1,1,0,1
test_completion,function,27,1,5,0,0
test_1,function,45,1,4,0,0
test_script,function,52,1,2,0,0
test_cli,function,16,0,4,0,0
test_script,function,38,0,2,0,0
test_cli,function,16,0,4,0,0
test_cli_without_formatting,function,28,0,3,0,0
test_script,function,35,0,2,0,0
test_cli,function,14,0,3,0,0
test_script,function,26,0,2,0,0
test_cli,function,19,0,5,0,1
test_script,function,26,0,2,0,0
test_good_true,function,14,0,3,0,0
test_good_false,function,25,0,3,0,0
test_script,function,36,0,2,0,0
test_cli,function,14,0,3,0,0
test_script,function,25,0,2,0,0
test_cli_one_step,function,16,0,4,0,0
test_cli,function,28,0,7,0,0
test_script,function,42,0,2,0,0
test_cli,function,15,0,4,0,0
test_script,function,27,0,2,0,0
test_cli,function,15,0,5,0,0
test_script,function,27,0,2,0,0
test_cli,function,15,0,7,0,0
fake_iterate_user_ids,function,18,0,2,0,0
test_cli_no_mock_generator,function,41,0,5,0,0
test_script,function,55,0,2,0,0
test_cli,function,15,0,5,0,0
test_script,function,27,0,2,0,0
test_cli,function,15,0,5,0,0
test_script,function,27,0,2,0,0
test_cli,function,12,0,4,0,0
test_script,function,19,0,2,0,0
test_cli,function,12,0,4,0,0
test_no_confirm,function,19,0,5,0,0
test_script,function,27,0,2,0,0
test_cli,function,12,0,4,0,0
test_no_confirm,function,19,0,4,0,0
test_script,function,26,0,2,0,0
test_cli,function,12,0,4,0,0
test_script,function,19,0,2,0,0
mod,function,14,1,2,0,1
app,function,23,1,1,0,1
test_help,function,27,1,6,0,0
test_help_items,function,36,1,7,0,0
test_items_create,function,46,1,3,0,0
test_items_sell,function,52,1,3,0,0
test_items_delete,function,58,1,3,0,0
test_help_users,function,64,1,7,0,0
test_users_create,function,74,1,3,0,0
test_users_delete,function,80,1,3,0,0
test_scripts,function,86,1,3,0,0
test_help,function,12,0,6,0,0
test_help_items,function,21,0,7,0,0
test_items_create,function,31,0,3,0,0
test_items_sell,function,37,0,3,0,0
test_items_delete,function,43,0,3,0,0
test_help_users,function,49,0,7,0,0
test_users_create,function,59,0,3,0,0
test_users_delete,function,65,0,3,0,0
test_script,function,71,0,2,0,0
mod,function,15,1,2,0,1
app,function,24,1,1,0,1
test_help,function,28,1,7,0,0
test_help_items,function,38,1,7,0,0
test_items_create,function,48,1,5,0,0
test_items_sell,function,58,1,5,0,0
test_items_delete,function,68,1,5,0,0
test_help_users,function,78,1,7,0,0
test_users_create,function,88,1,5,0,0
test_users_delete,function,98,1,5,0,0
test_help_lands,function,108,1,6,0,0
test_help_lands_reigns,function,117,1,6,0,0
test_lands_reigns_conquer,function,126,1,3,0,0
test_lands_reigns_destroy,function,132,1,3,0,0
test_help_lands_towns,function,138,1,6,0,0
test_lands_towns_found,function,147,1,3,0,0
test_lands_towns_burn,function,153,1,3,0,0
test_scripts,function,159,1,3,0,0
test_cli,function,12,0,4,0,0
test_existing,function,19,0,4,0,0
test_existing_no_standalone,function,26,0,4,0,0
test_script,function,34,0,2,0,0
test_cli,function,12,0,3,0,0
test_root,function,18,0,3,0,0
test_script,function,24,0,2,0,0
test_cli,function,15,0,3,0,0
test_root,function,21,0,4,0,0
test_root_no_standalone,function,28,0,2,0,0
test_root_no_rich,function,34,1,4,0,0
test_script,function,43,0,2,0,0
test_app01,function,8,0,1,0,0
test_script,function,12,0,2,0,0
get_modules_path,function,16,1,1,0,1
get_main_mod,function,21,1,1,0,1
get_test_mod,function,27,1,1,0,1
test_app02,function,32,1,1,0,0
test_script,function,36,1,2,0,0
test_app03,function,8,0,1,0,0
test_script,function,12,0,2,0,0
test_no_arg,function,13,0,3,0,0
test_arg,function,19,0,3,0,0
test_script,function,25,0,2,0,0
test_help,function,11,0,5,0,0
test_cli_prompt,function,21,0,4,0,0
test_cli_with_name,function,28,0,3,0,0
test_cli_with_name_and_count,function,34,0,4,0,0
test_script,function,41,0,2,0,0
test_help,function,11,0,5,0,0
test_initdb,function,19,0,2,0,0
test_dropdb,function,24,0,2,0,0
test_script,function,29,0,2,0,0
test_cli,function,11,0,2,0,0
test_help,function,16,0,5,0,0
test_typer,function,24,0,2,0,0
test_click,function,29,0,2,0,0
test_script,function,34,0,2,0,0
test_cli,function,11,0,4,0,0
test_typer,function,18,0,2,0,0
test_click_initdb,function,23,0,2,0,0
test_click_dropdb,function,28,0,2,0,0
test_script,function,33,0,2,0,0
test_cli,function,13,0,4,0,0
test_script,function,20,0,2,0,0
test_cli,function,13,0,4,0,0
test_script,function,20,0,2,0,0
test_cli,function,13,0,5,0,0
test_for_coverage,function,21,0,1,0,0
test_script,function,25,0,2,0,0
test_cli,function,13,0,6,0,0
test_for_coverage,function,22,0,1,0,0
test_script,function,27,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_help,function,13,0,5,0,0
test_command_help,function,21,0,3,0,0
test_command,function,27,0,3,0,0
test_script,function,33,0,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,4,0,0
test_no_force,function,32,1,3,0,0
test_force,function,38,1,3,0,0
test_invalid_no_force,function,44,1,3,0,0
test_script,function,50,1,2,0,0
get_mod,function,24,1,1,0,1
test_help,function,30,1,5,0,0
test_help_no_rich,function,38,2,5,0,0
test_main,function,47,1,3,0,0
test_accept,function,53,1,3,0,0
test_reject,function,59,1,3,0,0
test_invalid_no_accept,function,65,1,3,0,0
test_script,function,71,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,6,0,0
test_force,function,34,1,3,0,0
test_no_force,function,40,1,3,0,0
test_script,function,46,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,4,0,0
test_main,function,32,1,3,0,0
test_demo,function,38,1,3,0,0
test_short_demo,function,44,1,3,0,0
test_script,function,50,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,2,0,0
test_parse_custom_type,function,30,1,3,0,0
test_parse_custom_type_with_default,function,36,1,3,0,0
test_script,function,42,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,2,0,0
test_parse_custom_type,function,30,1,3,0,0
test_parse_custom_type_with_default,function,36,1,3,0,0
test_script,function,42,1,2,0,0
test_help,function,12,0,3,0,0
test_main,function,18,0,4,0,0
test_invalid,function,25,0,7,0,0
test_script,function,38,0,2,0,0
get_mod,function,19,1,1,0,1
test_main,function,25,1,3,0,0
test_usa_weird_date_format,function,31,1,3,0,0
test_script,function,37,1,2,0,0
test_help,function,12,0,5,0,0
test_main,function,20,0,3,0,0
test_main_default,function,26,0,3,0,0
test_invalid_case,function,32,0,7,0,0
test_invalid_other,function,42,0,7,0,0
test_script,function,52,0,2,0,0
get_mod,function,19,1,1,0,1
test_upper,function,25,1,3,0,0
test_mix,function,31,1,3,0,0
test_script,function,37,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,5,0,0
test_call_no_arg,function,33,1,3,0,0
test_call_single_arg,function,39,1,3,0,0
test_call_multiple_arg,function,45,1,3,0,0
test_script,function,51,1,2,0,0
get_mod,function,23,1,1,0,1
test_help,function,29,1,3,0,0
test_main,function,35,1,3,0,0
test_invalid,function,41,1,8,0,0
test_script,function,54,1,2,0,0
get_mod,function,20,1,1,0,1
test_main,function,26,2,4,0,0
test_script,function,36,1,2,0,0
get_mod,function,20,1,1,0,1
test_main,function,26,2,5,0,0
test_script,function,38,1,2,0,0
get_mod,function,20,1,1,0,1
test_main,function,26,2,3,0,0
test_script,function,35,1,2,0,0
get_mod,function,20,1,1,0,1
test_main,function,26,2,6,0,0
test_script,function,39,1,2,0,0
get_mod,function,20,1,1,0,1
test_main,function,26,2,5,0,0
test_script,function,41,1,2,0,0
test_help,function,12,0,6,0,0
test_params,function,21,0,6,0,0
test_invalid,function,32,0,4,0,0
test_script,function,39,0,2,0,0
get_mod,function,21,1,1,0,1
test_help,function,27,1,6,0,0
test_help_no_rich,function,36,2,6,0,0
test_params,function,46,1,5,0,0
test_invalid_id,function,54,1,3,0,0
test_invalid_age,function,62,1,4,0,0
test_invalid_score,function,69,2,4,0,0
test_negative_score,function,77,1,5,0,0
test_script,function,85,1,2,0,0
get_mod,function,19,1,1,0,1
test_invalid_id,function,25,1,3,0,0
test_clamped,function,33,1,5,0,0
test_script,function,41,1,2,0,0
get_mod,function,19,1,1,0,1
test_main,function,25,1,3,0,0
test_verbose_1,function,31,1,3,0,0
test_verbose_3,function,37,1,3,0,0
test_verbose_short_1,function,43,1,3,0,0
test_verbose_short_3,function,49,1,3,0,0
test_verbose_short_3_condensed,function,55,1,3,0,0
test_script,function,61,1,2,0,0
get_mod,function,24,1,1,0,1
test_no_path,function,30,2,4,0,0
test_not_exists,function,38,2,4,0,0
test_exists,function,47,2,3,0,0
test_dir,function,56,1,3,0,0
test_script,function,62,1,2,0,0
get_mod,function,20,1,1,0,1
test_not_exists,function,26,2,6,0,0
test_exists,function,37,2,3,0,0
test_dir,function,46,1,4,0,0
test_script,function,53,1,2,0,0
test_main,function,12,0,4,0,0
test_invalid_uuid,function,19,0,3,0,0
test_script,function,28,0,2,0,0
get_mod,function,23,1,1,0,1
test_1,function,29,1,3,0,0
test_2,function,35,1,4,0,0
test_script,function,42,1,2,0,0
get_mod,function,23,1,1,0,1
test_1,function,29,1,4,0,0
test_2,function,36,1,5,0,0
test_script,function,44,1,2,0,0
get_mod,function,25,1,1,0,1
test_1,function,31,1,4,0,0
test_2,function,38,1,4,0,0
test_script,function,45,1,2,0,0
test_completion,function,54,1,2,0,0
get_mod,function,25,1,1,0,1
test_1,function,31,1,4,0,0
test_2,function,38,1,4,0,0
test_script,function,45,1,2,0,0
test_completion,function,54,1,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,6,0,0
test_1,function,34,1,3,0,0
test_option_lastname,function,40,1,3,0,0
test_formal,function,46,1,3,0,0
test_script,function,52,1,2,0,0
get_mod,function,19,1,1,0,1
test_call,function,25,1,3,0,0
test_formal,function,31,1,3,0,0
test_help,function,37,1,8,0,0
test_script,function,48,1,2,0,0
get_mod,function,19,1,1,0,1
test_call,function,25,1,3,0,0
test_help,function,31,1,5,0,0
test_script,function,39,1,2,0,0
get_mod,function,19,1,1,0,1
test_call,function,25,1,3,0,0
test_help,function,31,1,5,0,0
test_script,function,39,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_help,function,25,1,5,0,0
test_call,function,33,1,3,0,0
test_call_no_args,function,39,1,3,0,0
test_script,function,45,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_help,function,25,1,6,0,0
test_call,function,34,1,3,0,0
test_call_long,function,40,1,3,0,0
test_script,function,46,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_help,function,25,1,6,0,0
test_call,function,34,1,3,0,0
test_script,function,40,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_help,function,25,1,6,0,0
test_call,function,34,1,3,0,0
test_call_long,function,40,1,3,0,0
test_script,function,46,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_help,function,25,1,7,0,0
test_call,function,35,1,3,0,0
test_call_formal,function,41,1,3,0,0
test_call_formal_condensed,function,47,1,3,0,0
test_call_condensed_wrong_order,function,53,1,2,0,0
test_script,function,58,1,2,0,0
get_mod,function,21,1,1,0,1
test_option_email,function,27,1,3,0,0
test_option_email_prompt,function,33,1,5,0,0
test_help,function,43,1,3,0,0
test_script,function,50,1,2,0,0
get_mod,function,21,1,1,0,1
test_option_password,function,27,1,4,0,0
test_option_password_prompt,function,34,1,8,0,0
test_help,function,47,1,3,0,0
test_script,function,54,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_lastname,function,25,1,3,0,0
test_option_lastname_prompt,function,31,1,4,0,0
test_help,function,38,1,5,0,0
test_script,function,46,1,2,0,0
get_mod,function,19,1,1,0,1
test_option_lastname,function,25,1,3,0,0
test_option_lastname_prompt,function,31,1,4,0,0
test_help,function,38,1,5,0,0
test_script,function,46,1,2,0,0
get_mod,function,19,1,1,0,1
test_prompt,function,25,1,3,0,0
test_prompt_not_equal,function,31,1,4,0,0
test_option,function,40,1,4,0,0
test_help,function,47,1,5,0,0
test_script,function,55,1,2,0,0
get_mod,function,22,1,1,0,1
test_1,function,28,1,3,0,0
test_option_lastname,function,34,1,3,0,0
test_help,function,40,1,5,0,0
test_help_no_rich,function,48,2,5,0,0
test_script,function,57,1,2,0,0
get_mod,function,25,1,1,0,1
test_version,function,31,1,3,0,0
test_version_with_name,function,37,1,4,0,0
test_no_version,function,44,1,3,0,0
test_script,function,50,1,2,0,0
test_completion,function,59,1,2,0,0
get_mod,function,25,1,1,0,1
test_version_camila,function,31,1,3,0,0
test_version_not_camila,function,37,1,4,0,0
test_version_camila_no_version,function,44,1,3,0,0
test_script,function,50,1,2,0,0
test_completion,function,59,1,2,0,0
get_mod,function,25,1,1,0,1
test_1,function,31,1,3,0,0
test_2,function,37,1,4,0,0
test_3,function,44,1,3,0,0
test_script,function,50,1,2,0,0
test_completion,function,59,1,2,0,0
test_main,function,14,0,4,0,0
test_script,function,21,0,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,27,1,5,0,0
test_defaults,function,35,1,5,0,0
test_invalid_args,function,43,1,3,0,0
test_valid_args,function,49,1,5,0,0
test_script,function,57,1,2,0,0
get_mod,function,23,1,1,0,1
test_main,function,29,1,5,0,0
test_1_user,function,37,1,3,0,0
test_3_user,function,43,1,5,0,0
test_script,function,53,1,2,0,0
get_mod,function,19,1,1,0,1
test_main,function,25,1,3,0,0
test_1_number,function,31,1,3,0,0
test_2_number,function,37,1,3,0,0
test_script,function,45,1,2,0,0
get_mod,function,19,1,1,0,1
test_main,function,27,1,4,0,0
test_user_1,function,34,1,4,0,0
test_user_2,function,41,1,4,0,0
test_invalid_user,function,48,1,3,0,0
test_script,function,54,1,2,0,0
test_help_create,function,13,0,3,0,0
test_help_delete,function,19,0,3,0,0
test_create,function,25,0,3,0,0
test_delete,function,31,0,3,0,0
test_script,function,37,0,2,0,0
test_help,function,15,0,5,0,0
test_help_no_rich,function,23,1,5,0,0
test_create,function,32,0,3,0,0
test_create_verbose,function,38,0,6,0,0
test_delete,function,47,0,3,0,0
test_delete_verbose,function,53,0,6,0,0
test_wrong_verbose,function,62,0,3,0,0
test_script,function,68,0,2,0,0
test_app,function,13,0,4,0,0
test_script,function,20,0,2,0,0
test_app,function,13,0,5,0,0
test_for_coverage,function,21,0,1,0,0
test_script,function,25,0,2,0,0
test_help,function,13,0,5,0,0
test_app,function,21,0,3,0,0
test_script,function,27,0,2,0,0
test_create,function,13,0,4,0,0
test_delete,function,20,0,4,0,0
test_script,function,27,0,2,0,0
test_create,function,13,0,4,0,0
test_delete,function,20,0,4,0,0
test_callback,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_create,function,13,0,4,0,0
test_delete,function,20,0,4,0,0
test_callback,function,27,0,3,0,0
test_script,function,33,0,2,0,0
test_1,function,13,0,6,0,0
test_script,function,22,0,2,0,0
get_mod,function,19,1,1,0,1
test_help,function,25,1,11,0,0
test_help_create,function,39,1,4,0,0
test_help_delete,function,46,1,7,0,0
test_help_delete_all,function,56,1,9,0,0
test_help_init,function,68,1,4,0,0
test_create,function,75,1,3,0,0
test_delete,function,81,1,4,0,0
test_no_delete,function,88,1,4,0,0
test_delete_all,function,95,1,4,0,0
test_no_delete_all,function,102,1,4,0,0
test_init,function,109,1,3,0,0
test_script,function,115,1,2,0,0
test_help,function,13,0,8,0,0
test_help_create,function,24,0,4,0,0
test_help_delete,function,31,0,4,0,0
test_create,function,38,0,3,0,0
test_delete,function,44,0,3,0,0
test_script,function,50,0,2,0,0
test_help,function,13,0,7,0,0
